,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0,0,0,0,0.3096902459525811,-0.5844884499980426,0.7389939229043155,2021-01-01,sunny,41.26978316781721,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
1,1,1,1,-0.2763510471533696,0.3200389314242107,-0.5880397514681872,2021-01-01,sunny,-147.974545241044,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
2,2,2,2,0.5141434109566011,-0.021149263093990203,2.0976001655397085,2021-01-01,cloudy,204.59748555803523,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
3,3,3,3,-0.5743823879496885,-1.15036826597409,-1.2455482785477532,2021-01-01,cloudy,-119.53589224143434,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
4,4,4,4,0.1386765479224336,0.2775712792931948,-0.4356831805333033,2021-01-01,cloudy,-34.25300712957124,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
5,5,5,5,1.1124155867129315,-0.4809271108356943,0.6143106938559859,2021-01-01,sunny,127.3423368526436,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
6,6,6,6,-1.0584574487241556,1.1993129115806938,-1.0944868466526865,2021-01-01,sunny,-72.75570512742225,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
7,7,7,7,-0.7694782785894531,0.5277069881629612,1.3575618663781792,2021-01-01,sunny,-9.792822816869982,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
8,8,8,8,-0.3508656662316276,-0.117191134548919,-0.4631342876797873,2021-01-01,sunny,3.1811537799277048,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
9,9,9,9,-3.032215330852877,0.604348108126003,-0.4040481741747557,2021-01-01,cloudy,-240.04591295684023,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
10,10,10,10,0.6269272766510803,-0.3359669117430354,0.8225119893690109,2021-01-01,sunny,121.74670394585696,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
11,11,11,11,1.9127295909994284,-0.9717978132951864,2.379631017332911,2021-01-01,sunny,276.9050163327453,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
12,12,12,12,0.6077145928993128,1.6403496414025511,-0.9880837247762516,2021-01-02,cloudy,56.93167941339158,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
13,13,13,13,0.4012127736342943,-1.6875279543908832,-0.6069995347724181,2021-01-02,sunny,25.473754325857417,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
14,14,14,14,0.620577261226252,3.077299290817791,0.2298040718781843,2021-01-02,sunny,20.57038514349025,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
15,15,15,15,0.9171851636393,0.1307969622700105,-0.9268071971893062,2021-01-02,cloudy,7.611747774567468,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
16,16,16,16,0.017514865357788106,0.2079936429344607,0.370133393765525,2021-01-02,rainy,16.521610431966412,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,2.2828009383701424,-1.022247413814838
17,17,17,17,2.38779805417159,-0.2453467585010977,0.058463481407812004,2021-01-02,sunny,155.719661899099,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
18,18,18,18,1.0062119189876255,0.5678164547323794,-0.585778774679784,2021-01-02,sunny,110.16833901283438,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
19,19,19,19,1.2879189715686317,0.7674659188506775,0.2252200571446312,2021-01-02,cloudy,74.71041008255816,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
20,20,20,20,0.5448279092354861,0.6458677106920845,-2.0437035486491464,2021-01-02,cloudy,-29.82611010211957,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
21,21,21,21,-0.8430374401234982,-0.5588126557625854,-0.71317057358116,2021-01-02,sunny,-40.64631664058805,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
22,22,22,22,0.2087784956072086,-2.232645781256412,-0.0032553555936343966,2021-01-02,sunny,2.541994733124177,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
23,23,23,23,-0.3907099161042561,-0.4452716214667552,0.8234298144107123,2021-01-03,sunny,7.055509318538136,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
24,24,24,24,0.1280879161516751,-1.148354153936172,-0.1989785432127354,2021-01-03,sunny,80.2688926361311,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
25,25,25,25,0.5133982324004543,-0.3277706937001098,-1.012621368152952,2021-01-03,sunny,11.17314177397423,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
26,26,26,26,-0.1412701790893401,-0.4874781239945911,1.1988475981946405,2021-01-03,rainy,56.34997031506017,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,2.2828009383701424,-1.022247413814838
27,27,27,27,-1.3670564944587351,0.9419421068191334,0.9982860761638084,2021-01-03,rainy,-42.00655698475959,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,2.2828009383701424,-1.022247413814838
28,28,28,28,-1.0186029408072703,1.2965814157569413,0.6543689619895269,2021-01-03,sunny,-56.60626973804823,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
29,29,29,29,-1.7841226563052786,0.021157047535784897,0.006773960431957303,2021-01-03,cloudy,-147.53029420758327,0.0,-1.2045560582883603,-1.4375491173437387,1.4678467673746172,-0.4380583445501704,-1.022247413814838
30,30,30,30,-0.9503834172984112,0.952705080286354,0.166606640803103,2021-01-03,sunny,-20.876180517280176,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
31,31,31,31,1.119780062775393,-0.8018954572684613,1.2288973916500705,2021-01-03,rainy,154.0676869604992,0.0,-1.2045560582883603,-1.4375491173437387,-0.6812700223393171,2.2828009383701424,-1.022247413814838
32,32,32,32,-1.2909779449062424,-0.4372632086613394,1.1915651220757837,2021-01-03,cloudy,12.631057570015583,0.0,-1.2045560582883603,-1.4375491173437387,1.4678467673746172,-0.4380583445501704,-1.022247413814838
33,33,33,33,0.6475571819196172,-1.191109512045187,-1.6625944827732984,2021-01-03,cloudy,-63.92208613750849,0.0,-1.2045560582883603,-1.4375491173437387,1.4678467673746172,-0.4380583445501704,-1.022247413814838
34,34,34,34,-0.3168276644175165,0.2032471384729832,-2.083175776423003,2021-01-04,sunny,-200.06527677461392,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
35,35,35,35,1.0519936829481271,-1.5422595752280606,-0.776822705396449,2021-01-04,rainy,-0.9769902472119868,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,2.2828009383701424,-1.022247413814838
36,36,36,36,-0.6468926742899147,-0.3871284781694579,-1.0547237678942083,2021-01-04,rainy,-142.8735659747009,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,2.2828009383701424,-1.022247413814838
37,37,37,37,0.5961519883633021,-1.0613728752483191,1.015891196478626,2021-01-04,sunny,87.85499094168065,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
38,38,38,38,-0.1563506477775446,-1.1776093884846532,0.701086470775281,2021-01-04,rainy,10.732732774915526,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,2.2828009383701424,-1.022247413814838
39,39,39,39,-0.6294436984130805,-0.4918361627685242,-0.067395104954333,2021-01-04,sunny,-89.21596379195667,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
40,40,40,40,-0.3306018258014286,1.1446665517786516,-0.1420719037474175,2021-01-04,sunny,-5.473237083222681,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
41,41,41,41,-1.0320061584428843,-0.4864170209638114,-0.3688754546656717,2021-01-04,cloudy,-80.32704526157094,0.0,-1.2045560582883603,-1.3227163385228609,1.4678467673746172,-0.4380583445501704,-1.022247413814838
42,42,42,42,-1.6095064097680365,-0.028401147351401805,-0.3249275290897712,2021-01-04,rainy,-119.10849055735802,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,2.2828009383701424,-1.022247413814838
43,43,43,43,-0.3397644408195029,-0.9389789255136584,-1.3829429018142836,2021-01-04,rainy,-89.86572677057858,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,2.2828009383701424,-1.022247413814838
44,44,44,44,0.9780126104930046,0.6704788724964741,0.1032824205774012,2021-01-04,sunny,44.00546497080782,0.0,-1.2045560582883603,-1.3227163385228609,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
45,45,45,45,-1.6070703669604944,-2.777859543478583,0.442133067370057,2021-01-05,cloudy,-179.13518343049935,0.0,-1.2045560582883603,-1.207883559701983,1.4678467673746172,-0.4380583445501704,-1.022247413814838
46,46,46,46,-1.525347499521826,0.1723789250029351,-1.5344722208364874,2021-01-05,sunny,-163.25167624503405,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
47,47,47,47,-0.8344530515508211,0.2077169101509916,0.541769847469069,2021-01-05,sunny,-102.05472103667076,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
48,48,48,48,1.6125344785585585,0.7568403013026956,0.023682286535053304,2021-01-05,rainy,84.62833376159769,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,2.2828009383701424,-1.022247413814838
49,49,49,49,0.037091558382255606,1.0070801297047944,0.749100441765505,2021-01-05,cloudy,39.123313521698485,0.0,-1.2045560582883603,-1.207883559701983,1.4678467673746172,-0.4380583445501704,-1.022247413814838
50,50,50,50,-0.4251323250139572,0.059303591764461296,-0.7181809623500579,2021-01-05,sunny,-107.29823933347863,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
51,51,51,51,-2.2667351556302267,-1.619179873544801,-2.0123536240870745,2021-01-05,sunny,-279.2237110723572,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
52,52,52,52,2.0135382269142283,0.5052255505914502,-0.2261394675317019,2021-01-05,sunny,129.42361682346873,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
53,53,53,53,0.5045793268294237,0.1580427414669574,2.286844529864196,2021-01-05,sunny,151.45445516518922,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
54,54,54,54,-1.069341386730048,-1.0916407765830467,0.9853417754678228,2021-01-05,rainy,-3.7616802683204256,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,2.2828009383701424,-1.022247413814838
55,55,55,55,-0.5516677933277151,-1.651098519346217,-0.356543224718329,2021-01-05,rainy,-102.61447811437031,0.0,-1.2045560582883603,-1.207883559701983,-0.6812700223393171,2.2828009383701424,-1.022247413814838
56,56,56,56,-0.3244585039905817,-1.1999910056818004,-1.3950954743275985,2021-01-06,sunny,0.6101848938081389,0.0,-1.2045560582883603,-1.0930507808811052,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
57,57,57,57,-2.3353093822761983,-1.000682494528258,0.8758447838653036,2021-01-06,sunny,-102.4562018993445,0.0,-1.2045560582883603,-1.0930507808811052,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
58,58,58,58,0.4554883537736637,0.999394887352663,-0.0782819300535893,2021-01-06,cloudy,8.73703525964299,0.0,-1.2045560582883603,-1.0930507808811052,1.4678467673746172,-0.4380583445501704,-1.022247413814838
59,59,59,59,0.022080210552685508,0.053104838323977895,0.03502276331029511,2021-01-06,rainy,-9.02827017722018,0.0,-1.2045560582883603,-1.0930507808811052,-0.6812700223393171,2.2828009383701424,-1.022247413814838
60,60,60,60,0.2814669037376203,-0.6072265229742092,0.4557102521678478,2021-01-06,rainy,-16.49304371921164,0.0,-1.2045560582883603,-1.0930507808811052,-0.6812700223393171,2.2828009383701424,-1.022247413814838
61,61,61,61,0.593802281287129,,-1.5989876155563,2021-01-06,cloudy,-36.698048390055405,0.0,-1.2045560582883603,-1.0930507808811052,1.4678467673746172,-0.4380583445501704,-1.022247413814838
62,62,62,62,0.8699339141104797,0.546987030355948,-1.012731251169914,2021-01-06,sunny,-25.72014327330404,0.0,-1.2045560582883603,-1.0930507808811052,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
63,63,63,63,0.6512806996347166,0.9970861586592028,-0.1531116360476342,2021-01-06,cloudy,130.2276210432158,0.0,-1.2045560582883603,-1.0930507808811052,1.4678467673746172,-0.4380583445501704,-1.022247413814838
64,64,64,64,-0.7794872463950553,-1.4581993638158963,-0.1848711196207643,2021-01-06,cloudy,-20.336586645803408,0.0,-1.2045560582883603,-1.0930507808811052,1.4678467673746172,-0.4380583445501704,-1.022247413814838
65,65,65,65,0.3624425588684419,1.7323951603631425,0.8909583503051401,2021-01-06,cloudy,78.85429468461584,0.0,-1.2045560582883603,-1.0930507808811052,1.4678467673746172,-0.4380583445501704,-1.022247413814838
