,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
787,787,787,787,0.1557453817937768,0.5012660009911798,0.8152552380457501,2021-03-12,rainy,56.60202644605093,0.0,1.2069845987284578,-0.4040541079558381,-0.6812700223393171,2.2828009383701424,-1.022247413814838
683,683,683,683,-1.2021456817599143,0.0807062187868852,-0.1400854758957201,2021-03-03,cloudy,-49.70990168202016,0.0,1.2069845987284578,-1.4375491173437387,1.4678467673746172,-0.4380583445501704,-1.022247413814838
616,616,616,616,-0.4404390327672284,0.3239490728364819,0.2046794981992818,2021-02-25,cloudy,-19.65316094942508,0.0,0.001214270220048785,1.0887720167155739,1.4678467673746172,-0.4380583445501704,-1.022247413814838
691,691,691,691,0.1680611029134991,-0.5938227699018289,0.1216505082554113,2021-03-04,cloudy,17.69103288453778,0.0,1.2069845987284578,-1.3227163385228609,1.4678467673746172,-0.4380583445501704,-1.022247413814838
972,972,972,972,0.050923678707339805,0.3766355460279545,-0.7396450302990568,2021-03-29,sunny,-57.484693047241095,0.0,1.2069845987284578,1.5481031319990852,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
248,248,248,248,2.575728900769968,1.8757729145452564,-1.5703519074140773,2021-01-23,cloudy,81.2389811877595,0.0,-1.2045560582883603,0.8591064590738182,1.4678467673746172,-0.4380583445501704,-1.022247413814838
932,932,932,932,-0.07794684043504758,1.0986314784667368,2.19315576970467,2021-03-25,sunny,58.91215266107082,0.0,1.2069845987284578,1.0887720167155739,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
858,858,858,858,-1.1129539099206591,-1.217584842328321,0.6957274399391818,2021-03-19,sunny,5.105321952112973,0.0,1.2069845987284578,0.3997753437903068,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
607,607,607,607,-0.1250088254252074,0.3275183454051191,-0.029320394262365296,2021-02-24,cloudy,-74.66987921287173,0.0,0.001214270220048785,0.973939237894696,1.4678467673746172,-0.4380583445501704,-1.022247413814838
913,913,913,913,0.5494749319704971,-2.5928994964820524,0.952293094066158,2021-03-24,sunny,149.58858091374913,0.0,1.2069845987284578,0.973939237894696,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
447,447,447,447,-2.095207953681564,1.4978975771273233,2.042867889989567,2021-02-10,sunny,-55.78840941500087,0.0,0.001214270220048785,-0.6337196655975939,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
888,888,888,888,-0.9924353884951396,0.5724749809689267,1.002943072752573,2021-03-21,sunny,17.76625204402631,0.0,1.2069845987284578,0.6294409014320625,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
663,663,663,663,0.7007721229436944,-1.103788968474613,0.378806221934082,2021-03-01,sunny,-2.3634459581674605,0.0,1.2069845987284578,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
462,462,462,462,0.7192251441334546,-0.7915771619247653,-1.0825607887030442,2021-02-11,rainy,-24.17576672206956,0.0,0.001214270220048785,-0.518886886776716,-0.6812700223393171,2.2828009383701424,-1.022247413814838
469,469,469,469,0.1331323508609128,1.6750763253914596,-0.5575351601258104,2021-02-12,sunny,-47.44384606295843,0.0,0.001214270220048785,-0.4040541079558381,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
556,556,556,556,-1.1244561618387547,-0.8254736645910771,-1.0695270846268037,2021-02-20,rainy,-143.6985323615925,0.0,0.001214270220048785,0.5146081226111846,-0.6812700223393171,2.2828009383701424,-1.022247413814838
436,436,436,436,-1.572627706706042,-0.0937951744562216,-1.0471661297688546,,sunny,-134.5501185616087,,,,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
443,443,443,443,1.4435520054470827,-0.3841896555602496,0.2691562597326911,2021-02-09,sunny,121.52236655727351,0.0,0.001214270220048785,-0.7485524444184717,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
178,178,178,178,0.1387910447470085,-0.9883609706963248,1.2031303041262853,2021-01-17,sunny,54.79377446469937,0.0,-1.2045560582883603,0.1701097861485511,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
429,429,429,429,-0.3472860083642349,0.9252360028336528,-0.6097913865076965,2021-02-08,cloudy,-81.94727281016986,0.0,0.001214270220048785,-0.8633852232393495,1.4678467673746172,-0.4380583445501704,-1.022247413814838
732,732,732,732,-0.8833453479203426,1.4952847824533684,1.224689038063906,2021-03-07,sunny,-24.53620999468969,0.0,1.2069845987284578,-0.9782180020602274,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
952,952,952,952,-0.06904722691286488,0.06116959015153679,-1.1551457922167143,2021-03-27,sunny,-79.37768432699806,0.0,1.2069845987284578,1.3184375743573296,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
837,837,837,837,0.6505227667344254,-0.2552211173660604,1.6546843331286716,2021-03-17,sunny,141.5564714382332,0.0,1.2069845987284578,0.1701097861485511,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
407,407,407,407,1.7575337412991516,-0.7307793110285894,-0.06138746227076539,2021-02-06,sunny,80.84121771438818,0.0,0.001214270220048785,-1.0930507808811052,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
381,381,381,381,-0.04505310511627239,0.4379017279821739,-1.0654345219604762,2021-02-04,cloudy,-129.76537806030217,0.0,0.001214270220048785,-1.3227163385228609,1.4678467673746172,-0.4380583445501704,-1.022247413814838
503,503,503,503,-0.3432085187420618,0.027242884338115298,0.1716200815944899,2021-02-15,sunny,-98.43162040811154,0.0,0.001214270220048785,-0.05955577149320458,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
778,778,778,778,-0.8852907561810325,0.268715355467362,-2.0460780715703795,2021-03-12,sunny,-136.69422082370454,0.0,1.2069845987284578,-0.4040541079558381,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
802,802,802,802,0.7703778360537954,-0.3477456818062364,0.581693043742671,2021-03-14,sunny,85.07330856451631,0.0,1.2069845987284578,-0.17438855031408243,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
586,586,586,586,0.8606002395299703,-0.1798194367203046,0.7126383916303987,2021-02-22,cloudy,124.93790784901276,0.0,0.001214270220048785,0.7442736802529404,1.4678467673746172,-0.4380583445501704,-1.022247413814838
157,157,157,157,0.8408555245727437,1.023046507869618,-0.2725583997393686,2021-01-15,cloudy,40.27852621941557,0.0,-1.2045560582883603,-0.05955577149320458,1.4678467673746172,-0.4380583445501704,-1.022247413814838
422,422,422,422,-0.8861069288850368,0.8805111710030353,0.4081497907463975,2021-02-07,rainy,-71.88607275192669,0.0,0.001214270220048785,-0.9782180020602274,-0.6812700223393171,2.2828009383701424,-1.022247413814838
546,546,546,546,-0.3858507090610162,-0.2457511627405031,1.0256314905439607,2021-02-19,cloudy,-7.553149303587254,0.0,0.001214270220048785,0.3997753437903068,1.4678467673746172,-0.4380583445501704,-1.022247413814838
205,205,205,205,0.2748800286116581,0.1450046400086969,-0.1573423733560921,2021-01-19,rainy,-12.009800618559224,0.0,-1.2045560582883603,0.3997753437903068,-0.6812700223393171,2.2828009383701424,-1.022247413814838
592,592,592,592,0.5132274297755942,0.1950591393307796,-1.4073631375361415,2021-02-23,sunny,-103.5333825942995,0.0,0.001214270220048785,0.8591064590738182,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
935,935,935,935,1.1723053002328128,-1.7050962701433727,-0.1453178751061289,2021-03-26,sunny,148.39722388416618,0.0,1.2069845987284578,1.2036047955364517,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
611,611,611,611,0.8550235269022405,0.04365815886012139,-0.2888320375383452,2021-02-24,rainy,59.15378044441471,0.0,0.001214270220048785,0.973939237894696,-0.6812700223393171,2.2828009383701424,-1.022247413814838
79,79,79,79,0.5300796264007847,0.545994695763686,-1.8011902735309662,2021-01-08,cloudy,19.38784574478649,0.0,-1.2045560582883603,-0.8633852232393495,1.4678467673746172,-0.4380583445501704,-1.022247413814838
330,330,330,330,0.018344515623739607,0.8926025762843687,1.803808790139432,2021-01-30,sunny,169.72250608687727,0.0,-1.2045560582883603,1.662935910819963,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
350,350,350,350,-0.9171548463359224,-0.3838454215084033,-0.4823064197920544,2021-02-01,sunny,-119.27057436063,0.0,0.001214270220048785,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
536,536,536,536,0.2396873650940207,1.2451573282173192,0.4147835631106876,2021-02-18,sunny,21.3052880732008,0.0,0.001214270220048785,0.28494256496942894,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
524,524,524,524,-0.2776811428393055,-1.6960523361015722,-0.3040471887204748,2021-02-17,rainy,-100.31057084072243,0.0,0.001214270220048785,0.1701097861485511,-0.6812700223393171,2.2828009383701424,-1.022247413814838
570,570,570,570,-0.08492481890861608,0.524384062023041,-0.7158016732020839,2021-02-21,,-5.160324470829131,0.0,0.001214270220048785,0.6294409014320625,-0.6812700223393171,-0.4380583445501704,-1.022247413814838
67,67,67,67,-0.08942362510851999,0.3926329142057432,0.024747629031612605,2021-01-07,sunny,-16.713994656198985,0.0,-1.2045560582883603,-0.9782180020602274,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
414,414,414,414,-0.005855994903510793,-0.005043057146743505,0.7794583434798513,2021-02-07,rainy,13.013169462357006,0.0,0.001214270220048785,-0.9782180020602274,-0.6812700223393171,2.2828009383701424,-1.022247413814838
811,811,811,811,0.07874973604819191,1.9684650830912265,0.1539426928574132,2021-03-14,sunny,-5.346771902980176,0.0,1.2069845987284578,-0.17438855031408243,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
